title,rating
The Daughter of Ares Chronicles: The Complete Trilogy,4.24
Dirty Secrets,4.1
The Girl from Venice,3.36
Being Mortal: Medicine and What Matters in the End,4.44
Avengers Assemble: Science Bros,4.24
A Virtuous Woman,3.69
Exile's Valor,4.19
China's Son: Growing Up in the Cultural Revolution,3.7
Feel the Fear and Do It Anyway,4.03
Royal Destiny,3.71
Immortal Reign,4.17
Red Earth and Pouring Rain,3.79
The Driver's Seat,3.63
The Complete Stories,4.35
Dear Wife,3.99
The Maze,3.43
The Sunday Wife,3.78
Moosewood Restaurant Cooks at Home: Fast and Easy Recipes for Any Day,4.04
Kate's Song,4.13
"Through a Glass, Darkly",3.8
The Big Trip Up Yonder,3.64
Second Sight,3.86
The Wisdom of Insecurity: A Message for an Age of Anxiety,4.2
White Space,3.26
The Narrative of Arthur Gordon Pym of Nantucket and Related Tales,3.67
My Utmost for His Highest,4.36
"Sir Gawain and the Green Knight, Pearl, and Sir Orfeo",3.97
How to Talk Dirty and Influence People,3.99
The Third Eye,3.86
The Thousand Orcs,4.1
Scorpia Rising,4.29
Prep School Confidential,3.96
Selected Non-Fictions,4.44
Toxin,3.8
Marketing Management,4.09
The Wicked Deep,3.83
Mistress of the Empire,4.32
Sherlock Holmes - The Adventure of the Abbey Grange,3.77
"Yu-Gi-Oh!, Vol. 1: The Millenium Puzzle",4.09
Paying the Rent,3.25
Black Hills,4.11
First Moon,3.65
"Junie B., First Grader: Dumb Bunny",4.1
Witch's Bell 4,4.21
Songs of the Doomed: More Notes on the Death of the American Dream,3.85
Street Haunting,4.04
The Truth-Seeker’s Handbook: A Science-Based Guide,4.3
Skywater,4.06
The Next Together,3.65
Hard Luck,4.29
A Piece of the World,3.86
Darwin's Dangerous Idea: Evolution and the Meanings of Life,4.05
Descent into Hell,3.97
Shinto: The Kami Way,3.74
The World According to Clarkson,3.69
A House for Hermit Crab,4.15
The Beach House,3.73
"The Sinatra Treasures: Intimate Photos, Mementos, and Music from the Sinatra Family Collection",4.29
A Blaze of Sun,4.16
The Sweet Gum Tree,4.28
One Perfect Day: The Selling of the American Wedding,3.53
Me & Emma,3.91
Collected Works: Wise Blood / A Good Man is Hard to Find / The Violent Bear it Away / Everything that Rises Must Converge / Essays and Letters,4.51
The Buddy System,3.5
Unholy Night,3.83
Dragon Age: The World of Thedas Volume 1,4.54
Death of Kings,4.29
Forbidden Friends,3.98
Shift,4.12
Skin Deep,3.54
Война и мир. Том 2,4.41
Game Misconduct: Alan Eagleson and the Corruption of Hockey,4.08
Forgotten Souls,4.09
Yvette's Haven,4.2
Revealed,4.26
The Parties Versus the People: How to Turn Republicans and Democrats into Americans,4.09
The Secret Adversary,3.85
Love Walked In,3.72
Mayfair Witches Collection,4.23
Angel Betrayed,4.19
Dear Senator: A Memoir by the Daughter of Strom Thurmond,3.9
First Light,4.5
The Executioner's Song,4.07
"Mississippi Jack: Being an Account of the Further Waterborne Adventures of Jacky Faber, Midshipman, Fine Lady, and Lily of the West",4.2
Her Body and Other Parties,3.91
The Village of Stepanchikovo,3.86
"Nicholas Flamel's First Codex: The Alchemyst, The Magician, The Sorceress",4.38
John Dies at the End,3.9
Carve the Mark,3.78
The Ragwitch,3.47
Freaks and Shrieks,4.07
"Redwood Pack, Vol. 1",4.07
The Wishing Spell,4.24
KJV Study Bible,4.67
The Gates of Evangeline,3.84
Gadiantons and the Silver Sword,4.11
Promises to Keep,3.94
The Golden Fleece,4.04
Witch Child,3.8
Scent of Cloves,3.89
The Surrounded,3.77
"The Melancholy of Suzumiya Haruhi-chan: The Untold Adventures of the SOS Brigade, Vol. 05",4.13
Syrup,3.88
Coyotes: A Journey Through the Secret World of America's Illegal Aliens,4.09
Believe,3.75
Legend of the Guardians: The Owls of Ga'hoole,4.1
Little Black Book,3.89
The Gingerbread Man And Golden Goose (Favorite Nursery Tales: Little Golden Book),3.73
"From Pictland to Alba, 789 - 1070",4.41
Schism,3.99
Changing Lanes,3.72
Bridge of Birds,4.29
The Spook's Blood,4.23
Sunlight on Cold Water,3.82
Runtime,4.41
The True Confessions of Charlotte Doyle,3.83
Lothaire,4.41
Forever Neverland,3.9
On The Black Hill,3.97
"Locke & Key, Vol. 5: Clockworks",4.48
A Dog's Way Home,4.21
Dirty Angels,3.92
Disney's Prince and the Pauper,4.04
The Institute,4.2
The Upright Thinkers: The Human Journey from Living in Trees to Understanding the Cosmos,4.1
The Rise of David Levinsky,3.65
Ashes in the Wind,4.18
The Sandman: The Story of Sanderson Mansnoozie,4.37
Deadlocked,3.72
The Bookseller of Kabul,3.77
Never Leave Me,4.07
My Man Jeeves,4.1
Skallagrigg,4.53
The Devil's Arithmetic,4.01
Reckless,3.74
The Story of Civilization,4.43
Beasts,3.57
"Why the Chicken Crossed the World: 18 Surprising Secrets from China on Success, Wealth, and Happiness (Funky Chicken)",3.67
The Collected Ghost Stories of E.F. Benson,4.19
Don't Want to Miss a Thing,3.96
A True Novel,4.16
Demon Kissed,3.82
Clique Bait,3.58
Again,3.55
Company of Liars,3.82
The Lucky Ones,3.84
Dungeon Crawlin' Fools,4.25
Shadow Blade,3.54
The Winter Queen,3.89
Conductors in Conversation: The Complete Collection,4.0
The Pillars of Hercules,3.93
"The Fighting Chance (The Human Race, Book #2)",4.33
"Arc of Justice: A Saga of Race, Civil Rights, and Murder in the Jazz Age",4.07
Manfred,3.82
Orion,3.72
The Real Rules for Girls,3.94
The Emigrants,4.18
The Blonde,3.83
It's Not Summer Without You,4.09
The Last Battle,4.02
"The Wisdom of the Native Americans: Including The Soul of an Indian and Other Writings of Ohiyesa and the Great Speeches of Red Jacket, Chief Joseph, and Chief Seattle",4.33
Lysistrata and Other Plays,3.96
New Grub Street,3.75
The Help Meets Journey: A Yearly Companion Journal for Created To Be His Help Meet,3.93
Through the Eyes of a Male Submissive,4.13
Renegade's Magic,3.51
Drink Deep,4.09
Ground Zero,3.46
Vengeance Moon,3.8
Boondock Saints Volume 1: In Nomine Patris,3.84
On Strike Against God,4.28
City of the Guardians,4.67
The Seat of the Soul,4.0
The Forest King's Daughter,4.6
Specials,3.76
Darling It's Death,3.55
The Winning of Barbara Worth,3.89
Cheryl: My Story,4.03
The Bourne Ultimatum,4.05
Dragonlinks,3.73
The Glass Rainbow,4.21
Spirit Wolf,4.36
City of Illusions,3.88
The Complete Conversations with God: An Uncommon Dialogue,4.25
A Little Love Story,3.78
"Hellboy, Vol. 1: Seed of Destruction",4.13
Wintersmith,4.21
Lando,3.98
Intertwined,3.87
Ghosts of Ascalon,3.72
A Murder of Quality,3.62
Black City,3.75
Cheat the Grave,4.04
Passion,3.95
Sons of Fire: Volume 1,3.86
"The Morganville Vampires, Volume 1",4.35
The Valley of Vision: A Collection of Puritan Prayers and Devotions,4.55
"Sierra Jensen Collection, Vol. 1",4.32
44 Charles Street,3.71
Hideaway,3.85
The Stream of Life,4.21
Rainbow Valley,4.01
A Hustler's Wife,4.43
A Case of Need,3.72
Namath: A Biography,3.97
"Fairy Tail, Vol. 01",4.39
Masters at Arms & Nobody's Angel,4.2
"Esther: It's Tough Being a Woman [With 6 DVDs and Leader Guide, Member Book]",4.58
Outlaw,3.91
Wounded,3.82
Baking and Pastry: Mastering the Art and Craft,4.4
The Lost Medallion: The Adventures of Billy Stone,4.17
Take a Chance on Me,4.12
Guardian of Time,4.09
Mercy,3.71
Through Violet Eyes,3.96
City of Eternal Night,3.94
Weird Things Customers Say in Bookshops,3.79
The True Story of the 3 Little Pigs,4.31
I Kissed Dating Goodbye: A New Attitude Toward Relationships and Romance,3.55
Wolf Hall,3.88
Beasts of Extraordinary Circumstance,4.2
All About Love: New Visions,4.05
Guy Noir and the Straight Skinny,3.16
Cage Runner,4.6
Metro 2033,4.0
The Marriage Diaries,4.07
Amway: The Cult of Free Enterprise,3.9
Crystal's Heart,4.0
The Having of Wonderful Ideas: And Other Essays on Teaching and Learning,4.16
"Whatever You Do, Don't Run: True Tales of a Botswana Safari Guide",3.98
Celebration,3.68
Ordinary Grace,4.2
Deliver Her,3.56
Glittering Images,4.07
From the Ashes of Sobibor: A Story of Survival,4.36
Holy Spirit Made Me Do It: A Christian's Guide to Spiritual Etiquette,4.33
The Mosquito Coast,3.83
Ben-Hur: A Tale of the Christ,4.03
Birthright,3.82
The Slide: Classic Radio Sci-Fi,3.29
Weathercock,3.96
Casanova in Bolzano,3.49
The Explorer's Mindset: Unlock Health Happiness and Success the Fun Way,4.81
Youth Without Youth,3.96
The Beach House,3.85
The Price of Spring,4.08
"Lucia, Lucia",3.95
Dancing on Coals,4.14
Remember Me,4.05
Walt Disney's Peter Pan (A Little Golden Book),4.4
Amazonia,4.12
Lucid Exposition of the Middle Way: The Essential Chapters from the Prasannapada of Candrakirti,4.0
Death by Default,4.17
David Copperfield,4.0
As Red as Blood,3.42
Honour Thyself,3.81
Taltos,4.2
The Ravenscar Dynasty,3.63
"Same Kind of Different as Me: A Modern-Day Slave, an International Art Dealer, and the Unlikely Woman Who Bound Them Together",4.22
Dreadnought,4.28
Progress and Poverty,4.3
"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way",3.99
Anvil of the Sun,3.72
Vex,4.09
The Supernatural Ways of Royalty: Discovering Your Rights and Privileges of Being a Son or Daughter of God,4.47
Taking the Lead: Lessons from a Life in Motion,3.93
Gallery Pieces: An Art Mystery,4.31
Solitaire,3.56
A Tree Grows in Brooklyn,4.27
Come to Me Recklessly,4.23
Siam Mapped: A History of the Geo-Body of a Nation,4.19
Bitch Reloaded,4.62
The Blood Feud,4.24
Castle Hangnail,4.22
Asylum,3.64
Live Bait,4.04
The Bird's Nest,3.73
The Regatta Mystery and Other Stories,3.92
Nicholas Sparks Collection,4.59
Murder in Midwinter,3.89
Bet Me,3.94
Hannah Coulter,4.33
100 Selected Poems,4.3
"Keep the Lights Burning, Abbie",4.08
The Intruders,3.65
The Real Education of TJ Crowley,4.47
Wild Fire,4.24
Wildefire,3.73
Riptide,4.01
A Candle in the Dark Shewing the Divine Cause of the Distractions of the Whole Nation of England and of the Christian World ... / By Thomas Ady ... (1655),4.0
The Quilter's Apprentice,3.93
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",4.15
Past Promises,3.63
Unexpected Fate,4.21
Waking the Witch,4.17
The Last Stand of the Tin Can Sailors: The Extraordinary World War II Story of the U.S. Navy's Finest Hour,4.34
Alive,3.71
Super Sons #7,4.26
Golden Stories of Umar Ibn Al-Khatab,4.69
Hotel World,3.58
Passionate Bid,3.53
This Hallowed Ground: The Story of the Union Side of the Civil War,4.33
All That Glitters,4.07
Making Sense of Japanese: What the Textbooks Don't Tell You,4.19
Shattered Edge,4.04
The Legend of the Winterking: The Crown of Nandur,4.42
Crash Lane News,4.31
Dream Caster,4.14
The Silver Child,3.63
Diamonds Are Forever,3.64
The Misadventures of Ka-Ron the Knight,4.08
Elminster: The Making of a Mage,3.8
The Descendants,3.83
"Green Lantern: New Guardians, Volume 1: The Ring Bearer",3.93
Mr. Tiger Goes Wild,4.18
Our Enemy the State,4.2
Meteor!,3.98
Before I Wake,4.27
The Last Mrs. Parrish,3.9
The Translator,3.61
The Sandman: The Dream Hunters,4.4
A Larger Universe,3.8
Grey's Awakening,3.92
The Dark Age,3.92
The Making of Outlander: The Official Guide to Seasons 1 & 2,4.53
Brand Identity Breakthrough: How to Craft Your Company's Unique Story to Make Your Products Irresistible,3.9
The Magnificence of Quran,4.34
Reena's Bollywood Dream: A Story about Sexual Abuse,4.5
Last Scene Alive,3.84
Princess Academy,4.01
Forty-Four Box Set Books 6-10,4.38
Black Site,4.15
Premonitions,3.28
Pretend You Don't See Her,3.89
Strangers,3.92
Minecraft: Redstone Handbook,4.39
Infamous,3.75
The Color Purple,4.22
Dragon's Egg,4.15
My Friend Flicka,4.16
Bored of the Rings: A Parody of J.R.R. Tolkien's Lord of the Rings,3.13
Prisoners of the Sun,4.23
Atlantis Unmasked,4.23
"The Science Fiction Hall of Fame, Volume Two A: The Greatest Science Fiction Novellas of All Time Chosen by the Members of The Science Fiction Writers of America",4.33
Invisible Women: Data Bias in a World Designed for Men,4.41
Armageddon: A Novel of Berlin,4.09
Martuk... the Holy,4.09
The Chronology of Water,4.24
Dead Simple,4.05
Ignite,3.94
Scarlet Feather,3.96
A Man Named Dave,3.9
The Ark Plan,4.18
Catch of the Day,3.91
The Runes of War,3.68
Nerd Girl,3.51
The Guardians,3.68
Somebody to Love,4.04
Guilt By Silence,3.48
Vital Sign,4.05
The Crown,3.76
All Together Dead,4.05
"SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance",3.99
Dominic,4.03
What We Buried,4.07
"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Power of Now",4.25
The Sound and the Fury,3.86
Joker,4.04
Enlightened,4.33
Mindfulness Living in the Moment - Living in the Breath,4.73
Chariots of The Gods,3.51
Blood Kiss,5.0
"God, Save the Pirate",3.25
If God Was a Banker,3.31
My Savior Forever,3.45
Voluntary Servitude: Poems,3.94
The Overcoat,4.14
The Aristocrat and Desert Prince,3.61
Side Effects May Vary,3.44
Teen Titans: Raven,3.98
The Last Werewolf,3.46
Trusting God: Even When Life Hurts,4.41
The Silver Mist,4.18
What's Eating Gilbert Grape,4.1
The Number Devil: A Mathematical Adventure,3.92
Fatal Descent,3.96
A Country Doctor's Notebook,4.28
Stolen Magic,4.21
My Life as a White Trash Zombie,3.93
The Giggler Treatment,4.18
A Love for all Seasons,3.86
Cradle to Cradle: Remaking the Way We Make Things,4.11
The Sorceress and the Cygnet,3.89
While My Pretty One Sleeps,3.9
The Traitor Game,3.74
The Minister's Daughter,3.56
"Saving Levi: Left to Die, Destined to Live",4.07
The Painted Girls,3.61
Fire in the Treetops: Celebrating Twenty-Five Years of Haiku North America,4.33
Crucial Conversations: Tools for Talking When Stakes Are High,4.04
Shake Before Use: A Basic Guide for How Life Works,5.0
The Girl of His Dreams,3.79
TransAtlantic,3.82
The Breadwinner,3.98
Summary of Spark Joy: by Marie Kondo | Includes Analysis,4.25
Simon Bloom: The Octopus Effect,4.2
Not Just Friends,3.76
A Day of Fire: A Novel of Pompeii,4.14
Shakespeare's Poems,4.15
Doglands,4.13
Sparrow,4.15
All About Lulu,3.65
Genesis,3.7
Dragon's Bride,4.28
Wicked Magic,4.09
Searching for Sylvie Lee,3.66
Red is for Remembrance,4.07
Road Dogs,3.54
The Collapse of the Third Republic,4.22
Drowned Wednesday,3.87
My Heartbeat,3.71
"One Day in September: The Full Story of the 1972 Munich Olympics Massacre and the Israeli Revenge Operation ""Wrath of God""",4.1
Rose of No Man's Land,3.53
"The Violinist's Thumb: And Other Lost Tales of Love, War, and Genius, as Written by Our Genetic Code",3.99
Fall of Kings,4.39
Nostradamus Ate My Hamster,3.74
Once Upon Another World,4.44
Film as Art,3.86
Rise of the Lycans,3.97
Streams of Babel,3.81
Trout Fishing in America,3.79
Heart of Thorns,3.59
The Rider,4.23
Artemis the Brave,4.18
"Killing the Messenger: A Story of Radical Faith, Racism's Backlash, and the Assassination of a Journalist",4.05
Origins,4.22
The Third Caliph,3.83
Anything: The Prayer That Unlocked My God and My Soul,4.26
Somewhere in Texas,4.14
The Way of Men,3.83
More Than Two: A Practical Guide to Ethical Polyamory,4.35
Americanah,4.31
Groosham Grange,3.77
Shades of Grey,4.15
Marcovaldo,3.88
Mistral's Daughter,3.96
The Miracle of Mindfulness: An Introduction to the Practice of Meditation,4.22
The Winds of War,4.37
The Complete Works,4.41
White Is for Magic,4.02
The Zodiac Legacy: Convergence,3.83
The Final Days,4.14
"Perceval, or, The Story of the Grail",3.67
A Rush of Wings,3.6
"Judy Moody, M.D.: The Doctor is In!",4.09
Always a Thief,4.07
The Eternity Code,4.03
Underworld: Blood Enemy,3.91
Matrix Analysis,3.85
Theirs to Protect,3.97
Allegiance,3.99
The Magic of Laven-Rock,5.0
The Best We Could Do,4.39
You're Next,3.93
Race Matters,4.13
Summary of The Murder House: by James Patterson | Includes Analysis,5.0
The Bacchae,3.89
The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism,3.82
Witch Fire,3.75
The Wild,4.32
Under My Roof,3.54
Shock Treatment,3.72
The Art of Happiness,4.16
Samskara: A Rite for a Dead Man,3.89
Agents Under Fire,4.09
CATASTROPHE: How To Be Ready WHEN A Catastrophe Strikes Your Computer,3.83
Jamie Dornan: Shades of Desire,3.58
Heiress for Hire,3.77
Gulliver's Travels,3.57
Cop Town,3.89
The Emperor of Nihon-Ja,4.42
Brown Girl in the Ring,3.86
This Savage Song,4.06
Going Home,4.06
The Choiring of the Trees,4.2
A Love Story How God Pursued Me and Found Me: An Impossibly True Story,4.14
The Star Diaries: Further Reminiscences of Ijon Tichy,4.26
The Liberator,4.19
Hillary: Flesh and Blood,4.09
Wait Till Your Vampire Gets Home,4.13
To Kill a Mocking Bird Study Guide,4.25
My Life on the Road,4.06
Complete Shorter Fiction,4.15
Bridge of Sighs,3.81
Manga Classics: The Count of Monte Cristo,4.29
Your Best Life Ever: 7 Keys to Maximizing Your Potential And Enjoying Everyday Life.,4.5
The Child,3.95
The Sense of an Ending,3.73
Cat's Eye,4.39
Treasure Island,4.05
Claire,3.63
"Angelface (Angelface, #1)",4.79
The Ex Games,3.7
Here to Stay,4.09
Warrior,3.91
The Price of Everything: Solving the Mystery of Why We Pay What We Do,3.36
The Lady That I Love,5.0
The Celestine Prophecy,3.65
A Sense of the World: How a Blind Man Became History's Greatest Traveler,4.1
The Intern's Handbook,3.64
Leaving Time,3.96
"Louder, Lili",3.83
Anne McCaffrey's Dragonflight,4.53
Breaking Point,3.99
"Case Closed, Vol. 4",4.38
"Bone, Vol, 1: Out from Boneville",4.17
Children of Dune,3.94
"Green Shadows, White Whale: A Novel of Ray Bradbury's Adventures Making Moby Dick with John Huston in Ireland",3.81
HOPE is my Wingman,4.44
Dash & Lily's Book of Dares,3.78
The Outcast: A Modern Retelling of The Scarlet Letter,3.92
"Zoe, Undead",4.12
Kindred Bond,4.33
Dark Warrior Untamed,4.15
The Chronicles of a Crazy Chick,3.21
Sacrament,3.75
Deceived,3.89
"Break the Bodies, Haunt the Bones",3.76
Devil Water,3.93
