title,rating,tokens
Lone Wolf,3.7,Lone Wolf
How to Drive a Dragon Crazy,4.31,How to Drive a Dragon Crazy
113 Things To Do By 13,4.17,113 Things To Do By 13
Mystic River,4.17,Mystic River
Wish You Were Eyre,4.41,Wish You Were Eyre
Fading Echoes,4.37,Fading Echoes
Too Clever by Half or the Diary of a Scoundrel,4.23,Too Clever by Half or the Diary of a Scoundrel
Dawn Study,4.18,Dawn Study
"The Book of Lost Tales, Part One",3.84,"The Book of Lost Tales, Part One"
Luvvy and the Girls,4.13,Luvvy and the Girls
Breaking the Mirror,3.64,Breaking the Mirror
Alexis Gets Frosted,4.18,Alexis Gets Frosted
The Atlantis Gene,3.73,The Atlantis Gene
To Draw Closer To God: A Collection Of Discourses,4.51,To Draw Closer To God: A Collection Of Discourses
Batgirl/Robin: Year One,4.23,Batgirl/Robin: Year One
Behemoth,4.18,Behemoth
Cloud and Wallfish,4.06,Cloud and Wallfish
Out Of The Flames,3.47,Out Of The Flames
Absolution: Wie man eine Sünde überlebt,3.67,Absolution: Wie man eine Sünde überlebt
The Coast of Chicago,4.05,The Coast of Chicago
The Transit of Venus,3.9,The Transit of Venus
To The Falls,4.08,To The Falls
Master of Seduction,3.97,Master of Seduction
The World's Religions,4.03,The World's Religions
Payback,3.94,Payback
"The Clockwork Universe: Isaac Newton, the Royal Society, and the Birth of the Modern World",3.93,"The Clockwork Universe: Isaac Newton, the Royal Society, and the Birth of the Modern World"
This Book Is Full of Spiders,4.26,This Book Is Full of Spiders
The Greatest Thing In the World,4.34,The Greatest Thing In the World
Let Me Die in His Footsteps,3.6,Let Me Die in His Footsteps
Candida,3.62,Candida
Women of the Dawn,4.01,Women of the Dawn
One Little Lie,4.0,One Little Lie
The Wisdom of Crowds,3.82,The Wisdom of Crowds
Butterfly Grave,3.99,Butterfly Grave
Like the Flowing River,3.92,Like the Flowing River
The Miracle of Castel di Sangro: A Tale of Passion and Folly in the Heart of Italy,4.19,The Miracle of Castel di Sangro: A Tale of Passion and Folly in the Heart of Italy
A Captain's Order - A Duke's Command,3.68,A Captain's Order - A Duke's Command
The Spellman Files,3.88,The Spellman Files
Shon'jir,4.07,Shon'jir
Riding the Wind,3.83,Riding the Wind
Flawed,3.97,Flawed
"The Promise: President Obama, Year One",4.03,"The Promise: President Obama, Year One"
The Altman Code,3.95,The Altman Code
The Poky Little Puppy,4.1,The Poky Little Puppy
Dark Reunion,3.52,Dark Reunion
The Extinction Trials,3.92,The Extinction Trials
My Point... And I Do Have One,3.66,My Point... And I Do Have One
Hide and Seek,4.04,Hide and Seek
Blood Cursed,3.77,Blood Cursed
Left to Tell: Discovering God Amidst the Rwandan Holocaust,4.43,Left to Tell: Discovering God Amidst the Rwandan Holocaust
The Body Finder,3.94,The Body Finder
Subterranean,4.01,Subterranean
Revenge of the Witch,3.99,Revenge of the Witch
Once Burned,4.21,Once Burned
The Last Pilot,3.65,The Last Pilot
Angel's Pain,4.01,Angel's Pain
MerMadmen,4.02,MerMadmen
The Bestseller She Wrote,3.4,The Bestseller She Wrote
Promise Kept,0.0,Promise Kept
Philippa Fisher and the Fairy's Promise,4.18,Philippa Fisher and the Fairy's Promise
Be Not Afraid,3.4,Be Not Afraid
The Aquarian Conspiracy,3.58,The Aquarian Conspiracy
Shift,4.12,Shift
The 5000 Year Leap: A Miracle That Changed the World,4.27,The 5000 Year Leap: A Miracle That Changed the World
The Quilting Bee,4.3,The Quilting Bee
Remember Me,4.13,Remember Me
Ollie: The True Story of a Brief and Courageous Life,3.84,Ollie: The True Story of a Brief and Courageous Life
Meridio's Daughter,4.07,Meridio's Daughter
"Anastasia: The Last Grand Duchess, Russia, 1914",3.91,"Anastasia: The Last Grand Duchess, Russia, 1914"
Dead Ever After,3.47,Dead Ever After
Protector of the Realm,3.94,Protector of the Realm
Dreaming Spies,4.07,Dreaming Spies
The Billion Dollar Girl,3.5,The Billion Dollar Girl
Mine to Keep,4.09,Mine to Keep
Between Heaven & Hell,3.92,Between Heaven & Hell
Space Trilogy: Out of the Silent Planet / Perelandra / That Hideous Strength,4.14,Space Trilogy: Out of the Silent Planet / Perelandra / That Hideous Strength
The Towers of the Sunset,3.93,The Towers of the Sunset
Last Christmas,4.01,Last Christmas
Too Hurt to Stay: The True Story of a Troubled Boy’s Desperate Search for a Loving Home,4.36,Too Hurt to Stay: The True Story of a Troubled Boy’s Desperate Search for a Loving Home
Quintana of Charyn,4.31,Quintana of Charyn
PS... You're Mine,3.87,PS... You're Mine
Chimera,3.72,Chimera
Oculus,4.28,Oculus
The Girl with 500 Middle Names,3.49,The Girl with 500 Middle Names
Red Helmet,3.74,Red Helmet
The Men Who Stare at Goats,3.62,The Men Who Stare at Goats
Cheyenne Amber,4.17,Cheyenne Amber
Tyed,3.95,Tyed
Phantom,3.99,Phantom
The Milagro Beanfield War,4.09,The Milagro Beanfield War
A Kingdom's Cost,3.97,A Kingdom's Cost
Underworld: Evolution,4.08,Underworld: Evolution
Mackenzies' Honor: Mackenzie's Pleasure / A Game of Chance,4.36,Mackenzies' Honor: Mackenzie's Pleasure / A Game of Chance
"Linspired, Kids Edition: The Jeremy Lin Story",4.08,"Linspired, Kids Edition: The Jeremy Lin Story"
Chemistry for Beginners,3.49,Chemistry for Beginners
The Hidden Forest: The Biography of an Ecosystem,4.27,The Hidden Forest: The Biography of an Ecosystem
The Great Gatsby,3.92,The Great Gatsby
The Songcatcher,4.04,The Songcatcher
Crystal,3.71,Crystal
"Bucky Barnes: The Winter Soldier, Volume 1: The Man on the Wall",3.02,"Bucky Barnes: The Winter Soldier, Volume 1: The Man on the Wall"
"A Robin McKinley Collection: Spindle's End, The Hero and the Crown and The Blue Sword (Folktales #1-3)",4.4,"A Robin McKinley Collection: Spindle's End, The Hero and the Crown and The Blue Sword (Folktales #1-3)"
Into This River I Drown,4.18,Into This River I Drown
Tales of a Sevie,5.0,Tales of a Sevie
Moominsummer Madness,4.3,Moominsummer Madness
The Snail on the Slope,3.96,The Snail on the Slope
Death & the Zombie Apocalypse,4.17,Death & the Zombie Apocalypse
Don't Even Think About It,3.74,Don't Even Think About It
Descartes' Bones: A Skeletal History of the Conflict Between Faith and Reason,3.72,Descartes' Bones: A Skeletal History of the Conflict Between Faith and Reason
Book Too: Because of Grandmother,4.9,Book Too: Because of Grandmother
Ral's Woman,3.83,Ral's Woman
Midnight,4.28,Midnight
Echoes of Scotland Street,4.26,Echoes of Scotland Street
The Reapers,4.07,The Reapers
Ain't No Sunshine,3.81,Ain't No Sunshine
The Mark,4.03,The Mark
Charmed Circle,4.23,Charmed Circle
The Burgess Boys,3.58,The Burgess Boys
The Tesseract,3.23,The Tesseract
The Information,3.51,The Information
Pray for Dawn,3.99,Pray for Dawn
The Malevolent Twin,3.57,The Malevolent Twin
The Last Oracle,4.14,The Last Oracle
Lord of Vengeance,3.81,Lord of Vengeance
Dom Wars: Round Five,4.27,Dom Wars: Round Five
If You Deceive,4.16,If You Deceive
The Guv'nor,4.02,The Guv'nor
Amber Magic,3.28,Amber Magic
Wanted: Ghostbusting Bride,4.08,Wanted: Ghostbusting Bride
"The Fox's Craft in Japanese Religion and Folklore: Shapeshifters, Transformations, and Duplicities",3.5,"The Fox's Craft in Japanese Religion and Folklore: Shapeshifters, Transformations, and Duplicities"
The Walls of Westernfort,4.21,The Walls of Westernfort
The Love Affair of an English Lord,3.95,The Love Affair of an English Lord
The Greatest Man Who Ever Lived: Secrets for Unparalleled Success and Unshakable Happiness from the Life of Jesus,4.14,The Greatest Man Who Ever Lived: Secrets for Unparalleled Success and Unshakable Happiness from the Life of Jesus
Why Me?,4.45,Why Me?
Violent Ends,4.03,Violent Ends
The Reason,4.23,The Reason
The Wild Trees: A Story of Passion and Daring,4.1,The Wild Trees: A Story of Passion and Daring
Know My Name,4.71,Know My Name
Sweet Temptation,4.24,Sweet Temptation
Caesar: Life of a Colossus,4.21,Caesar: Life of a Colossus
All the Weyrs of Pern,4.18,All the Weyrs of Pern
Walt Disney's Dumbo (A Little Golden Book),4.31,Walt Disney's Dumbo (A Little Golden Book)
Chances,4.15,Chances
Underlord,4.66,Underlord
A Time to Tell,3.83,A Time to Tell
Spirit Dances,4.23,Spirit Dances
"Hillbilly Tales from the Smoky Mountains - And Other Homespun Remedies, Proverbs, and Poetry",3.8,"Hillbilly Tales from the Smoky Mountains - And Other Homespun Remedies, Proverbs, and Poetry"
Haley Cork And The Blue Door: The Doors Of Veselago,4.24,Haley Cork And The Blue Door: The Doors Of Veselago
Conviction,4.1,Conviction
Do Hard Things: A Teenage Rebellion Against Low Expectations,4.08,Do Hard Things: A Teenage Rebellion Against Low Expectations
Trouble on Cloud City,3.56,Trouble on Cloud City
It's a Book,4.31,It's a Book
The Thousand-Dollar Tan Line,3.99,The Thousand-Dollar Tan Line
He Who Dares,4.09,He Who Dares
A Death in Brazil,3.71,A Death in Brazil
La Maravilla,4.14,La Maravilla
The Wicker Man,3.85,The Wicker Man
Green: The Beginning and the End,4.04,Green: The Beginning and the End
American Lion: Andrew Jackson in the White House,3.81,American Lion: Andrew Jackson in the White House
A History of Modern Britain,4.02,A History of Modern Britain
Nathaniel Myer,3.87,Nathaniel Myer
Trojan Odyssey,3.94,Trojan Odyssey
Mahabharata,4.28,Mahabharata
Jayber Crow,4.37,Jayber Crow
Breaking Bennett,4.27,Breaking Bennett
Bless This House,4.28,Bless This House
The Interpretation of Murder,3.53,The Interpretation of Murder
The Keatyn Chronicles: Books 1-3,4.36,The Keatyn Chronicles: Books 1-3
Selected Poems,4.02,Selected Poems
Radiance,4.09,Radiance
Amber Passion,4.29,Amber Passion
Devil Take the Blue-tail Fly,3.48,Devil Take the Blue-tail Fly
Tasha the Tap Dance Fairy,3.88,Tasha the Tap Dance Fairy
To Die in Chicago: Confederate Prisoners at Camp Douglas 1862-65,4.17,To Die in Chicago: Confederate Prisoners at Camp Douglas 1862-65
I Am Here! Omnibus Vol. 01,4.17,I Am Here! Omnibus Vol. 01
At the Crossing Places,3.74,At the Crossing Places
Midnight Bride,3.88,Midnight Bride
rock,4.18,rock
The Wasp Factory,3.81,The Wasp Factory
Because She Can,3.28,Because She Can
Before the Storm,4.05,Before the Storm
Shadow of a Human,4.59,Shadow of a Human
"A Pattern Language: Towns, Buildings, Construction",4.4,"A Pattern Language: Towns, Buildings, Construction"
The Original Illustrated Sherlock Holmes,4.51,The Original Illustrated Sherlock Holmes
Dog Days,4.17,Dog Days
The Dark,4.16,The Dark
"Bullet Catch (Smoke & Dagger, #1)",4.33,"Bullet Catch (Smoke & Dagger, #1)"
Kornwolf,3.58,Kornwolf
History of the Russian Revolution,4.18,History of the Russian Revolution
Masterpieces of The Metropolitan Museum of Art,4.15,Masterpieces of The Metropolitan Museum of Art
Tree and Leaf,4.05,Tree and Leaf
Forbidden,3.73,Forbidden
Silk and Steel,3.79,Silk and Steel
Mystery at Shadow Lake,3.75,Mystery at Shadow Lake
Curse's Claim,4.11,Curse's Claim
Annie John,3.69,Annie John
The Mother Goose Diaries,4.21,The Mother Goose Diaries
Warcross,4.16,Warcross
"Naruto, Vol. 01: Uzumaki Naruto",4.39,"Naruto, Vol. 01: Uzumaki Naruto"
Sweet Soul,4.4,Sweet Soul
The Twenty-Three Days of the City of Alba: Stories,3.81,The Twenty-Three Days of the City of Alba: Stories
Ariel: The Restored Edition,4.27,Ariel: The Restored Edition
Colman,3.72,Colman
Jim Butcher Box Set #2,4.73,Jim Butcher Box Set #2
A Fine White Dust,3.65,A Fine White Dust
"Vampire Knight, Vol. 4",4.3,"Vampire Knight, Vol. 4"
This Girl,4.13,This Girl
King Hall,4.14,King Hall
Her Smart Escape,5.0,Her Smart Escape
Heartstopper: Volume Three,4.65,Heartstopper: Volume Three
The Little Book That Builds Wealth: The Knockout Formula for Finding Great Investments,4.27,The Little Book That Builds Wealth: The Knockout Formula for Finding Great Investments
All Men Are Mortal,4.11,All Men Are Mortal
The Velveteen Rabbit,4.29,The Velveteen Rabbit
Find Her Free Her,4.48,Find Her Free Her
The Financier,4.28,The Financier
Get the Teacher!,3.69,Get the Teacher!
"Tournaments, Cocoa and One Wrong Move",3.94,"Tournaments, Cocoa and One Wrong Move"
Heretic,4.15,Heretic
Rafe's Redemption,3.8,Rafe's Redemption
The Dain Curse,3.83,The Dain Curse
And Laugh at Digital Butterflies,4.45,And Laugh at Digital Butterflies
Crossing Oceans,3.95,Crossing Oceans
Dark Lie,3.59,Dark Lie
The Fifth Sally,4.04,The Fifth Sally
Temptation Ridge,4.23,Temptation Ridge
American Elsewhere,3.78,American Elsewhere
Romeo x Juliet: Omnibus,4.08,Romeo x Juliet: Omnibus
Expecting Darkness,4.54,Expecting Darkness
Believing,4.01,Believing
The Path of the Spiritual Sun: Celebrating the Solstices and Equinoxes,4.71,The Path of the Spiritual Sun: Celebrating the Solstices and Equinoxes
Plum Lovin',3.73,Plum Lovin'
A Hero's Tale,4.54,A Hero's Tale
The Eighth Sister,4.04,The Eighth Sister
My Soul Belongs to You (Soul Mates Book 2),4.16,My Soul Belongs to You (Soul Mates Book 2)
Home Run,4.12,Home Run
The Dark Hills Divide,3.73,The Dark Hills Divide
Archangel's Enigma,4.43,Archangel's Enigma
Gigolos Get Lonely Too,3.85,Gigolos Get Lonely Too
Poor Fool,3.74,Poor Fool
Disturbing the Universe,4.2,Disturbing the Universe
Enid Blyton Adventure Series Set Collection 8 Books By Enid Blyton,4.61,Enid Blyton Adventure Series Set Collection 8 Books By Enid Blyton
Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR,3.88,Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR
Brokenhearted,4.41,Brokenhearted
Touched with Fire: Manic-Depressive Illness and the Artistic Temperament,4.02,Touched with Fire: Manic-Depressive Illness and the Artistic Temperament
The Golden City,3.57,The Golden City
Earthbound,3.67,Earthbound
Darius the Great Is Not Okay,4.29,Darius the Great Is Not Okay
Syrian Brides,4.17,Syrian Brides
Iron and Blood (Iron Kingdom Saga #1),4.58,Iron and Blood (Iron Kingdom Saga #1)
Dusty Answer,3.75,Dusty Answer
Nobody's Girl,4.03,Nobody's Girl
The Logic of Failure: Recognizing and Avoiding Error in Complex Situations,3.94,The Logic of Failure: Recognizing and Avoiding Error in Complex Situations
The Painted Word,3.82,The Painted Word
Second Foundation,4.25,Second Foundation
The Undomestic Goddess,3.84,The Undomestic Goddess
Anya's Ghost,3.89,Anya's Ghost
Song of the Sparrow,4.07,Song of the Sparrow
Regarding the Pain of Others,4.05,Regarding the Pain of Others
Primed For Revenge,4.25,Primed For Revenge
The Flight of Icarus,3.98,The Flight of Icarus
Closer,4.13,Closer
Woody Guthrie,4.32,Woody Guthrie
"Imadoki!: Nowadays, Vol. 1",3.95,"Imadoki!: Nowadays, Vol. 1"
A Fine Line: How Most American Kids Are Kept Out of the Best Public Schools,4.02,A Fine Line: How Most American Kids Are Kept Out of the Best Public Schools
The Secret Holocaust Diaries: The Untold Story of Nonna Bannister,3.89,The Secret Holocaust Diaries: The Untold Story of Nonna Bannister
Bride of the Wolf,3.9,Bride of the Wolf
The Life You Imagine: Life Lessons for Achieving Your Dreams,4.16,The Life You Imagine: Life Lessons for Achieving Your Dreams
The Sphere of Secrets,3.92,The Sphere of Secrets
Feersum Endjinn,3.83,Feersum Endjinn
Winter Rose,3.85,Winter Rose
The Children of Men,3.68,The Children of Men
The Forsyte Saga,4.17,The Forsyte Saga
Wherever Nina Lies,3.8,Wherever Nina Lies
Red Square,3.96,Red Square
Exposed,4.1,Exposed
Scarlet,3.93,Scarlet
"Jimmy Carter, American Moralist",3.76,"Jimmy Carter, American Moralist"
The Island of Sea Women,4.25,The Island of Sea Women
The Best of O. Henry,4.17,The Best of O. Henry
Sharks,4.06,Sharks
Normal People,3.86,Normal People
Star Island,3.48,Star Island
Green Rider,4.04,Green Rider
The Braided Path,4.04,The Braided Path
Trainspotting,4.07,Trainspotting
The Winter Journey,4.32,The Winter Journey
The Mango Season,3.59,The Mango Season
Payment in Memories,5.0,Payment in Memories
Back To Eden,4.22,Back To Eden
Stone Cold,4.12,Stone Cold
Just Mercy: A Story of Justice and Redemption,4.6,Just Mercy: A Story of Justice and Redemption
Dream Chaser,4.2,Dream Chaser
Choke,3.7,Choke
"Darkness, Be My Friend",4.12,"Darkness, Be My Friend"
Wonder Woman: Warbringer,4.04,Wonder Woman: Warbringer
The Golden Dynasty,4.41,The Golden Dynasty
"Crouching Vampire, Hidden Fang",4.09,"Crouching Vampire, Hidden Fang"
The Passion of Patrick MacNeill,3.9,The Passion of Patrick MacNeill
Connecticut Brides,3.65,Connecticut Brides
Forget me not: The Story of One Family's Voyage on the Titanic,4.15,Forget me not: The Story of One Family's Voyage on the Titanic
Next to Normal,4.41,Next to Normal
Enter the Uncreated Night,3.48,Enter the Uncreated Night
Changes for Kit: A Winter Story,4.05,Changes for Kit: A Winter Story
"Mio, My Son",4.12,"Mio, My Son"
Identity,3.79,Identity
With Their Backs to the World: Portraits from Serbia,3.82,With Their Backs to the World: Portraits from Serbia
Recessional,3.71,Recessional
The Illearth War,4.01,The Illearth War
The Carreta,4.17,The Carreta
Parallel,4.46,Parallel
Bitter of Tongue,4.23,Bitter of Tongue
